爱和谊 ai'he'yi
室内娱乐活动 shi'nei'yu'le'huo'dong
实收 shi'shou
实收保费 shi'shou'bao'fei
实务规程 shi'wu'gui'cheng
试验摩托车号牌 shi'yan'mo'tuo'che'hao'pai
试验汽车号牌 shi'yan'qi'che'hao'pai
事业单位 shi'ye'dan'wei
使用性质 shi'yong'xing'zhi
石油产品 shi'you'chan'pin
石油化工产品 shi'you'hua'gong'chan'pin
石油化学工业 shi'you'hua'xue'gong'ye
首创安泰人寿保险有限公司 shou'chuang'an'tai'ren'shou'bao'xian'you'xian'gong'si
手扶变形运输机 shou'fu'bian'xing'yun'shu'ji
手扶拖拉机 shou'fu'tuo'la'ji

手续费 shou'xu'fei
手续费率 shou'xu'fei'lv
手续费台帐 shou'xu'fei'tai'zhang
受益权 shou'yi'quan
受益人 shou'yi'ren
数据丢失 shu'ju'diu'shi
刷卡缴费 shua'ka'jiao'fei
双务合同 shuang'wu'he'tong
水利管理业 shui'li'guan'li'ye
水利环境和公司管理业 shui'li'huan'jing'he'gong'si'guan'li'ye
水幕系统 shui'mu'xi'tong
水上施工 shui'shang'shi'gong
水污染治理 shui'wu'ran'zhi'li
水险 shui'xian
顺岸式 shun'an'shi
私车 si'che
四轮农用罐式货车 si'lun'nong'yong'guan'shi'huo'che
四轮农用普通货车 si'lun'nong'yong'pu'tong'huo'che
四轮农用厢式货车 si'lun'nong'yong'xiang'shi'huo'che
四轮农用自卸货车 si'lun'nong'yong'zi'xie'huo'che
私人 si'ren
死亡或者伤残 si'wang'huo'zhe'shang'can
死亡伤残赔偿限额 si'wang'shang'can'pei'chang'xian'e
苏黎世 su'li'shi
诉讼 su'song
索赔申请书 suo'pei'shen'qing'shu
所属性质 suo'shu'xing'zhi
泰安 tai'an
太保 tai'bao
泰康人寿保险股份有限公司 tai'kang'ren'shou'bao'xian'gu'fen'you'xian'gong'si
太平保险 tai'ping'bao'xian
太平保险股份有限公司 tai'ping'bao'xian'gu'fen'you'xian'gong'si
太平保险有限公司 tai'ping'bao'xian'you'xian'gong'si
太平人寿保险有限公司 tai'ping'ren'shou'bao'xian'you'xian'gong'si
太平洋安泰人寿保险有限公司 tai'ping'yang'an'tai'ren'shou'bao'xian'you'xian'gong'si
太平洋财产 tai'ping'yang'cai'chan
太平洋财产保险公司 tai'ping'yang'cai'chan'bao'xian'gong'si
太平养老保险股份有限公司 tai'ping'yang'lao'bao'xian'gu'fen'you'xian'gong'si
特别约定 te'bie'yue'ding
特此声明 te'ci'sheng'ming
特殊风险保险 te'shu'feng'xian'bao'xian
特殊批改 te'shu'pi'gai
特约 te'yue
特种车 te'zhong'che
提车保险车种 ti'che'bao'xian'che'zhong
体育场馆 ti'yu'chang'guan
体育组织 ti'yu'zu'zhi
天安 tian'an
天安保险 tian'an'bao'xian
天安保险股份有限公司 tian'an'bao'xian'gu'fen'you'xian'gong'si
天保人寿 tian'bao'ren'shou
天平车险 tian'ping'che'xian
天平汽车保险股份有限公司 tian'ping'qi'che'bao'xian'gu'fen'you'xian'gong'si
天然气 tian'ran'qi
停驶 ting'shi
统计快报 tong'ji'kuai'bao
统计日期 tong'ji'ri'qi
同时投保 tong'shi'tou'bao
通讯或者网络中断 tong'xun'huo'zhe'wang'luo'zhong'duan
投保单 tou'bao'dan
投保流程 tou'bao'liu'cheng
投保人 tou'bao'ren
投标 tou'biao
投标文件 tou'biao'wen'jian
突堤式 tu'di'shi
图书馆和信息中心 tu'shu'guan'he'xin'xi'zhong'xin
团车 tuan'che
团体人员意外险 tuan'ti'ren'yuan'yi'wai'xian
团体险 tuan'ti'xian
团意险 tuan'yi'xian
拖拉机 tuo'la'ji
拖拉机号牌 tuo'la'ji'hao'pai
外国保险公司 wai'guo'bao'xian'gong'si
外籍摩托车号牌 wai'ji'mo'tuo'che'hao'pai
外籍汽车号牌 wai'ji'qi'che'hao'pai
外资独资保险公司 wai'zi'du'zi'bao'xian'gong'si
未核保 wei'he'bao
未决笔数 wei'jue'bi'shu
未决金额 wei'jue'jin'e
卫生社会保障和福利 wei'sheng'she'hui'bao'zhang'he'fu'li
危险单位 wei'xian'dan'wei
微型仓栅式货车 wei'xing'cang'shan'shi'huo'che
卫星传输服务 wei'xing'chuan'shu'fu'wu
微型封闭货车 wei'xing'feng'bi'huo'che
微型罐式货车 wei'xing'guan'shi'huo'che
微型轿车 wei'xing'jiao'che
微型普通货车 wei'xing'pu'tong'huo'che
微型普通客车 wei'xing'pu'tong'ke'che
微型特殊结构货车 wei'xing'te'shu'jie'gou'huo'che
微型厢式货车 wei'xing'xiang'shi'huo'che
微型越野客车 wei'xing'yue'ye'ke'che
微型专项作业车 wei'xing'zhuan'xiang'zuo'ye'che
微型自卸货车 wei'xing'zi'xie'huo'che
违约责任 wei'yue'ze'ren
文化体育和娱乐业 wen'hua'ti'yu'he'yu'le'ye
文件袋 wen'jian'dai
文件盒 wen'jian'he
文件架 wen'jian'jia
文物与文化保护 wen'wu'yu'wen'hua'bao'hu
文艺创作与表演 wen'yi'chuang'zuo'yu'biao'yan
无轨电车 wu'gui'dian'che
物价部门 wu'jia'bu'men
武警号牌 wu'jing'hao'pai
物理气相沉积 wu'li'qi'xiang'chen'ji
无民事行为能力 wu'min'shi'xing'wei'neng'li
无赔退费 wu'pei'tui'fei
无赔优待 wu'pei'you'dai
无责 wu'ze
无责代赔 wu'ze'dai'pei
无责任财产损失赔偿限额 wu'ze'ren'cai'chan'sun'shi'pei'chang'xian'e
无责任死亡伤残赔偿限额 wu'ze'ren'si'wang'shang'can'pei'chang'xian'e
无责任医疗费用赔偿限额 wu'ze'ren'yi'liao'fei'yong'pei'chang'xian'e
系缆力 xi'lan'li
洗染服务 xi'ran'fu'wu
系统 xi'tong
洗浴服务 xi'yu'fu'wu
下发 xia'fa
险别 xian'bie
现代财产 xian'dai'cai'chan
现代财产保险有限公司 xian'dai'cai'chan'bao'xian'you'xian'gong'si
现代财险 xian'dai'cai'xian
险种 xian'zhong
险种类别 xian'zhong'lei'bie
险种名称 xian'zhong'ming'cheng
香港民安保险有限公司 xiang'gang'min'an'bao'xian'you'xian'gong'si
相互给付 xiang'hu'ji'fu
消防水泵 xiao'fang'shui'beng
消防水源 xiao'fang'shui'yuan
销号 xiao'hao
小票 xiao'piao
小型仓栅式半挂车 xiao'xing'cang'shan'shi'ban'gua'che
小型仓栅式货车 xiao'xing'cang'shan'shi'huo'che
小型仓栅式全挂车 xiao'xing'cang'shan'shi'quan'gua'che
小型低平板半挂车 xiao'xing'di'ping'ban'ban'gua'che
小型轮式拖拉机 xiao'xing'lun'shi'tuo'la'ji
小型旅居半挂车 xiao'xing'lv'ju'ban'gua'che
小型旅居全挂车 xiao'xing'lv'ju'quan'gua'che
小型普通客车 xiao'xing'pu'tong'ke'che
小型汽车号牌 xiao'xing'qi'che'hao'pai
小型越野客车 xiao'xing'yue'ye'ke'che
小型专项作业半挂车 xiao'xing'zhuan'xiang'zuo'ye'ban'gua'che
小型专项作业车 xiao'xing'zhuan'xiang'zuo'ye'che
小型专项作业全挂车 xiao'xing'zhuan'xiang'zuo'ye'quan'gua'che
小型专用客车 xiao'xing'zhuan'yong'ke'che
校园方责任险 xiao'yuan'fang'ze'ren'xian
新车 xin'che
新车上户 xin'che'shang'hu
信诚人寿保险有限公司 xin'cheng'ren'shou'bao'xian'you'xian'gong'si
新光人寿 xin'guang'ren'shou
新华人寿保险股份有限公司 xin'hua'ren'shou'bao'xian'gu'fen'you'xian'gong'si
信诺人寿 xin'nuo'ren'shou
新闻出版业 xin'wen'chu'ban'ye
信息传输计算机服务和软件业 xin'xi'chuan'shu'ji'suan'ji'fu'wu'he'ruan'jian'ye
信用保险 xin'yong'bao'xian
行车证 xing'che'zheng
幸福人寿 xing'fu'ren'shou
幸福人寿保险股份有限公司 xing'fu'ren'shou'bao'xian'gu'fen'you'xian'gong'si
星级旅馆 xing'ji'lv'guan
行驶里程 xing'shi'li'cheng
行驶证 xing'shi'zheng
行驶证车主 xing'shi'zheng'che'zhu
行政部 xing'zheng'bu
行政事业部 xing'zheng'shi'ye'bu
休闲健身活动 xiu'xian'jian'shen'huo'dong
学前初等中等教育 xue'qian'chu'deng'zhong'deng'jiao'yu
验车 yan'che
验车记录 yan'che'ji'lu
验车情况 yan'che'qing'kuang
验车人 yan'che'ren
验车照片 yan'che'zhao'pian
研究与试验发展 yan'jiu'yu'shi'yan'fa'zhan
阳光财产保险股份有限公司 yang'guang'cai'chan'bao'xian'gu'fen'you'xian'gong'si
阳光财险 yang'guang'cai'xian
阳光农险 yang'guang'nong'xian
阳光农业相互保险公司 yang'guang'nong'ye'xiang'hu'bao'xian'gong'si
液罐 ye'guan
业管部 ye'guan'bu
液化气 ye'hua'qi
液晶显示器 ye'jing'xian'shi'qi
业务报表 ye'wu'bao'biao
业务结清 ye'wu'jie'qing
业务联 ye'wu'lian
业务系统 ye'wu'xi'tong
业务员 ye'wu'yuan
一次灾害 yi'ci'zai'hai
已核保 yi'he'bao
已决案均赔款 yi'jue'an'jun'pei'kuan
已决笔数 yi'jue'bi'shu
已决金额 yi'jue'jin'e
一类单证 yi'lei'dan'zheng
医疗费用赔偿限额 yi'liao'fei'yong'pei'chang'xian'e
医疗责任保险 yi'liao'ze'ren'bao'xian
已满期保费 yi'man'qi'bao'fei
艺术表演场馆 yi'shu'biao'yan'chang'guan
意外伤害保险 yi'wai'shang'hai'bao'xian
意外险 yi'wai'xian
医院卫生院 yi'yuan'wei'sheng'yuan
已赚保费 yi'zhuan'bao'fei
已赚赔付率 yi'zhuan'pei'fu'lv
银行业 yin'hang'ye
饮料及冷饮服务 yin'liao'ji'leng'yin'fu'wu
印刷号 yin'shua'hao
印油 yin'you
印章 yin'zhang
英大泰和人寿保险股份有限公司 ying'da'tai'he'ren'shou'bao'xian'gu'fen'you'xian'gong'si
营管部 ying'guan'bu
应收 ying'shou
应收保费 ying'shou'bao'fei
营销服务部 ying'xiao'fu'wu'bu
营业部 ying'ye'bu
营业城市公交客车 ying'ye'cheng'shi'gong'jiao'ke'che
营业出租租赁客车 ying'ye'chu'zu'zu'lin'ke'che
营业费用率 ying'ye'fei'yong'lv
营业公路客运客车 ying'ye'gong'lu'ke'yun'ke'che
营业货车 ying'ye'huo'che
营业机动车险版 ying'ye'ji'dong'che'xian'ban
营业客车 ying'ye'ke'che
营业统计报表 ying'ye'tong'ji'bao'biao
营运 ying'yun
营运货车 ying'yun'huo'che
营运期 ying'yun'qi
永安财产 yong'an'cai'chan
永安财产保险股份有限公司 yong'an'cai'chan'bao'xian'gu'fen'you'xian'gong'si
永诚 yong'cheng
永诚财产保险股份有限公司 yong'cheng'cai'chan'bao'xian'gu'fen'you'xian'gong'si
有否死亡 you'fou'si'wang
油罐 you'guan
有轨电车 you'gui'dian'che
优惠系数 you'hui'xi'shu
有机化工原料 you'ji'hua'gong'yuan'liao
有价单证 you'jia'dan'zheng
有限责任公司 you'xian'ze'ren'gong'si
有责 you'ze
邮政业 you'zheng'ye
预约分保 yu'yue'fen'bao
原料芯片 yuan'liao'xin'pian
原章 yuan'zhang
约定驾驶人 yue'ding'jia'shi'ren
约定行驶区域 yue'ding'xing'shi'qu'yu
越野车 yue'ye'che
云广 yun'guang
运输服务业 yun'shu'fu'wu'ye
运输险 yun'shu'xian
运输型拖拉机 yun'shu'xing'tuo'la'ji
再保险 zai'bao'xian
再保险保障 zai'bao'xian'bao'zhang
再保险业务管理规定 zai'bao'xian'ye'wu'guan'li'gui'ding
责任保险 ze'ren'bao'xian
责任免除 ze'ren'mian'chu
责任险 ze'ren'xian
责任限额 ze'ren'xian'e
责任准备金 ze'ren'zhun'bei'jin
栈桥式 zhan'qiao'shi
展业费 zhan'ye'fei
招标 zhao'biao
招标文件 zhao'biao'wen'jian
招商信诺人寿保险有限公司 zhao'shang'xin'nuo'ren'shou'bao'xian'you'xian'gong'si
折旧率 zhe'jiu'lv
折扣 zhe'kou
折扣率 zhe'kou'lv
折扣系数 zhe'kou'xi'shu
折前保费 zhe'qian'bao'fei
正餐服务 zheng'can'fu'wu
整车 zheng'che
整车库 zheng'che'ku
正德人寿保险股份有限公司 zheng'de'ren'shou'bao'xian'gu'fen'you'xian'gong'si
政府 zheng'fu
政府机关 zheng'fu'ji'guan
证券业 zheng'quan'ye
正三轮载货摩托车 zheng'san'lun'zai'huo'mo'tuo'che
正三轮载客摩托车 zheng'san'lun'zai'ke'mo'tuo'che
争议处理 zheng'yi'chu'li
支公司 zhi'gong'si
直接业务 zhi'jie'ye'wu
知识产权服务 zhi'shi'chan'quan'fu'wu
直销 zhi'xiao
质押 zhi'ya
职业责任险 zhi'ye'ze'ren'xian
职业中介服务 zhi'ye'zhong'jie'fu'wu
中安财险 zhong'an'cai'xian
中保康联人寿保险有限公司 zhong'bao'kang'lian'ren'shou'bao'xian'you'xian'gong'si
中标项目 zhong'biao'xiang'mu
钟表珠宝维修 zhong'biao'zhu'bao'wei'xiu
仲裁 zhong'cai
仲裁机构 zhong'cai'ji'gou
中德安联人寿 zhong'de'an'lian'ren'shou
中德安联人寿保险有限公司 zhong'de'an'lian'ren'shou'bao'xian'you'xian'gong'si
中国保监会 zhong'guo'bao'jian'hui
中国保险监督管理委员会 zhong'guo'bao'xian'jian'du'guan'li'wei'yuan'hui
中国保险控股有限公司 zhong'guo'bao'xian'kong'gu'you'xian'gong'si
中国财产再保险股份有限公司 zhong'guo'cai'chan'zai'bao'xian'gu'fen'you'xian'gong'si
中国出口信用保险公司 zhong'guo'chu'kou'xin'yong'bao'xian'gong'si
中国大地财产保险股份有限公司 zhong'guo'da'di'cai'chan'bao'xian'gu'fen'you'xian'gong'si
中国共产党机关 zhong'guo'gong'chan'dang'ji'guan
中国平安保险集团股份有限公司 zhong'guo'ping'an'bao'xian'ji'tuan'gu'fen'you'xian'gong'si
中国平安财产保险股份有限公司 zhong'guo'ping'an'cai'chan'bao'xian'gu'fen'you'xian'gong'si
中国平安人寿保险股份有限公司 zhong'guo'ping'an'ren'shou'bao'xian'gu'fen'you'xian'gong'si
中国人保 zhong'guo'ren'bao
中国人保控股公司 zhong'guo'ren'bao'kong'gu'gong'si
中国人保资产管理有限公司 zhong'guo'ren'bao'zi'chan'guan'li'you'xian'gong'si
中国人民保险公司 zhong'guo'ren'min'bao'xian'gong'si
中国人民财产保险股份有限公司 zhong'guo'ren'min'cai'chan'bao'xian'gu'fen'you'xian'gong'si
中国人民健康保险股份有限公司 zhong'guo'ren'min'jian'kang'bao'xian'gu'fen'you'xian'gong'si
中国人民人寿保险股份有限公司 zhong'guo'ren'min'ren'shou'bao'xian'gu'fen'you'xian'gong'si
中国人寿保险股份有限公司 zhong'guo'ren'shou'bao'xian'gu'fen'you'xian'gong'si
中国人寿保险集团公司 zhong'guo'ren'shou'bao'xian'ji'tuan'gong'si
中国人寿财产保险公司 zhong'guo'ren'shou'cai'chan'bao'xian'gong'si
中国人寿财产保险股份有限公司 zhong'guo'ren'shou'cai'chan'bao'xian'gu'fen'you'xian'gong'si
中国人寿养老保险股份有限公司 zhong'guo'ren'shou'yang'lao'bao'xian'gu'fen'you'xian'gong'si
中国人寿再保险股份有限公司 zhong'guo'ren'shou'zai'bao'xian'gu'fen'you'xian'gong'si
中国人寿资产管理公司 zhong'guo'ren'shou'zi'chan'guan'li'gong'si
中国太平洋保险集团有限公司 zhong'guo'tai'ping'yang'bao'xian'ji'tuan'you'xian'gong'si
中国再保险集团公司 zhong'guo'zai'bao'xian'ji'tuan'gong'si
中航三星人寿保险有限公司 zhong'hang'san'xing'ren'shou'bao'xian'you'xian'gong'si
中宏人寿保险有限公司 zhong'hong'ren'shou'bao'xian'you'xian'gong'si
中华联合 zhong'hua'lian'he
中华联合财产保险公司 zhong'hua'lian'he'cai'chan'bao'xian'gong'si
中华人民共和国保险法 zhong'hua'ren'min'gong'he'guo'bao'xian'fa
中华人民共和国道路交通安全法 zhong'hua'ren'min'gong'he'guo'dao'lu'jiao'tong'an'quan'fa
中金财险 zhong'jin'cai'xian
中美大都会人寿保险有限公司 zhong'mei'da'du'hui'ren'shou'bao'xian'you'xian'gong'si
中外合资保险公司 zhong'wai'he'zi'bao'xian'gong'si
中心支公司 zhong'xin'zhi'gong'si
重型半挂牵引车 zhong'xing'ban'gua'qian'yin'che
中型半挂牵引车 zhong'xing'ban'gua'qian'yin'che
重型仓栅式半挂车 zhong'xing'cang'shan'shi'ban'gua'che
中型仓栅式半挂车 zhong'xing'cang'shan'shi'ban'gua'che
重型仓栅式货车 zhong'xing'cang'shan'shi'huo'che
中型仓栅式货车 zhong'xing'cang'shan'shi'huo'che
重型仓栅式全挂车 zhong'xing'cang'shan'shi'quan'gua'che
中型仓栅式全挂车 zhong'xing'cang'shan'shi'quan'gua'che
重型低平板半挂车 zhong'xing'di'ping'ban'ban'gua'che
中型低平板半挂车 zhong'xing'di'ping'ban'ban'gua'che
重型封闭货车 zhong'xing'feng'bi'huo'che
中型封闭货车 zhong'xing'feng'bi'huo'che
重型罐式半挂车 zhong'xing'guan'shi'ban'gua'che
中型罐式半挂车 zhong'xing'guan'shi'ban'gua'che
重型罐式货车 zhong'xing'guan'shi'huo'che
中型罐式货车 zhong'xing'guan'shi'huo'che
重型罐式全挂车 zhong'xing'guan'shi'quan'gua'che
中型罐式全挂车 zhong'xing'guan'shi'quan'gua'che
重型集装箱半挂车 zhong'xing'ji'zhuang'xiang'ban'gua'che
中型集装箱半挂车 zhong'xing'ji'zhuang'xiang'ban'gua'che
重型集装箱车 zhong'xing'ji'zhuang'xiang'che
中型集装箱车 zhong'xing'ji'zhuang'xiang'che
重型集装箱全挂车 zhong'xing'ji'zhuang'xiang'quan'gua'che
中型集装箱全挂车 zhong'xing'ji'zhuang'xiang'quan'gua'che
中型轿车 zhong'xing'jiao'che
中型铰接客车 zhong'xing'jiao'jie'ke'che
中型轮式拖拉机 zhong'xing'lun'shi'tuo'la'ji
重型旅居半挂车 zhong'xing'lv'ju'ban'gua'che
中型旅居半挂车 zhong'xing'lv'ju'ban'gua'che
重型旅居全挂车 zhong'xing'lv'ju'quan'gua'che
重型平板半挂车 zhong'xing'ping'ban'ban'gua'che
中型平板半挂车 zhong'xing'ping'ban'ban'gua'che
重型平板货车 zhong'xing'ping'ban'huo'che
中型平板货车 zhong'xing'ping'ban'huo'che
重型平板全挂车 zhong'xing'ping'ban'quan'gua'che
中型平板全挂车 zhong'xing'ping'ban'quan'gua'che
重型普通半挂车 zhong'xing'pu'tong'ban'gua'che
中型普通半挂车 zhong'xing'pu'tong'ban'gua'che
重型普通货车 zhong'xing'pu'tong'huo'che
中型普通货车 zhong'xing'pu'tong'huo'che
中型普通客车 zhong'xing'pu'tong'ke'che
重型普通全挂车 zhong'xing'pu'tong'quan'gua'che
中型普通全挂车 zhong'xing'pu'tong'quan'gua'che
重型全挂牵引车 zhong'xing'quan'gua'qian'yin'che
中型全挂牵引车 zhong'xing'quan'gua'qian'yin'che
中型双层客车 zhong'xing'shuang'ceng'ke'che
重型特殊结构半挂车 zhong'xing'te'shu'jie'gou'ban'gua'che
中型特殊结构半挂车 zhong'xing'te'shu'jie'gou'ban'gua'che
重型特殊结构货车 zhong'xing'te'shu'jie'gou'huo'che
中型特殊结构货车 zhong'xing'te'shu'jie'gou'huo'che
中型卧铺客车 zhong'xing'wo'pu'ke'che
重型厢式半挂车 zhong'xing'xiang'shi'ban'gua'che
中型厢式半挂车 zhong'xing'xiang'shi'ban'gua'che
重型厢式货车 zhong'xing'xiang'shi'huo'che
中型厢式货车 zhong'xing'xiang'shi'huo'che
重型厢式全挂车 zhong'xing'xiang'shi'quan'gua'che
中型厢式全挂车 zhong'xing'xiang'shi'quan'gua'che
中型越野客车 zhong'xing'yue'ye'ke'che
重型专项作业半挂车 zhong'xing'zhuan'xiang'zuo'ye'ban'gua'che
中型专项作业半挂车 zhong'xing'zhuan'xiang'zuo'ye'ban'gua'che
重型专项作业车 zhong'xing'zhuan'xiang'zuo'ye'che
中型专项作业车 zhong'xing'zhuan'xiang'zuo'ye'che
重型专项作业全挂车 zhong'xing'zhuan'xiang'zuo'ye'quan'gua'che
中型专用客车 zhong'xing'zhuan'yong'ke'che
重型自卸半挂车 zhong'xing'zi'xie'ban'gua'che
中型自卸半挂车 zhong'xing'zi'xie'ban'gua'che
重型自卸货车 zhong'xing'zi'xie'huo'che
中型自卸货车 zhong'xing'zi'xie'huo'che
重型自卸全挂车 zhong'xing'zi'xie'quan'gua'che
中型自卸全挂车 zhong'xing'zi'xie'quan'gua'che
中意财产 zhong'yi'cai'chan
中意财产保险有限公司 zhong'yi'cai'chan'bao'xian'you'xian'gong'si
中意人寿保险有限公司 zhong'yi'ren'shou'bao'xian'you'xian'gong'si
中银保险 zhong'yin'bao'xian
中银保险有限公司 zhong'yin'bao'xian'you'xian'gong'si
中英人寿保险有限公司 zhong'ying'ren'shou'bao'xian'you'xian'gong'si
中再资产管理股份有限公司 zhong'zai'zi'chan'guan'li'gu'fen'you'xian'gong'si
注册会计师责任险 zhu'ce'kuai'ji'shi'ze'ren'xian
助动车 zhu'dong'che
住宿和餐饮服务业 zhu'su'he'can'yin'fu'wu'ye
住宿和餐饮业 zhu'su'he'can'yin'ye
住宿业 zhu'su'ye
转让 zhuan'rang
专业代理 zhuan'ye'dai'li
专业代理业务 zhuan'ye'dai'li'ye'wu
专业工作 zhuan'ye'gong'zuo
专业技术服务 zhuan'ye'ji'shu'fu'wu
专业仪器 zhuan'ye'yi'qi
专用机械 zhuan'yong'ji'xie
装订 zhuang'ding
装潢家具维修 zhuang'huang'jia'ju'wei'xiu
撞击力 zhuang'ji'li
追偿 zhui'chang
资本金 zi'ben'jin
资本密集 zi'ben'mi'ji
自动核保 zi'dong'he'bao
自动水喷淋系统 zi'dong'shui'pen'lin'xi'tong
自留风险 zi'liu'feng'xian
自然保护 zi'ran'bao'hu
自行车 zi'xing'che
咨询与调查 zi'xun'yu'diao'cha
总保费 zong'bao'fei
综合费用率 zong'he'fei'yong'lv
综合赔付率 zong'he'pei'fu'lv
宗教组织 zong'jiao'zu'zhi
总经理室 zong'jing'li'shi
租赁企业 zu'lin'qi'ye
租赁商务服务业 zu'lin'shang'wu'fu'wu'ye
租赁业 zu'lin'ye
组织机构代码证 zu'zhi'ji'gou'dai'ma'zheng
组织人事部 zu'zhi'ren'shi'bu
最大补偿原则 zui'da'bu'chang'yuan'ze
最大诚信原则 zui'da'cheng'xin'yuan'ze
作废 zuo'fei
作废声明 zuo'fei'sheng'ming
艾比森 ai'bi'sen
埃德蒙顿市 ai'de'meng'dun'shi
爱尔兰航空公司 ai'er'lan'hang'kong'gong'si
爱尔兰央行 ai'er'lan'yang'hang
爱尔兰银行 ai'er'lan'yin'hang
爱尔眼科 ai'er'yan'ke
爱建股份 ai'jian'gu'fen
爱建证券 ai'jian'zheng'quan
埃克森美孚 ai'ke'sen'mei'fu
埃尼石油公司 ai'ni'shi'you'gong'si
埃文斯 ai'wen'si
爱知会 ai'zhi'hui
安防企业 an'fang'qi'ye
鞍钢股份 an'gang'gu'fen
鞍钢股份有限公司 an'gang'gu'fen'you'xian'gong'si
安徽安纳达钛业股份有限公司 an'hui'an'na'da'tai'ye'gu'fen'you'xian'gong'si
安徽巢东水泥股份有限公司 an'hui'chao'dong'shui'ni'gu'fen'you'xian'gong'si
安徽金禾 an'hui'jin'he
按季公布 an'ji'gong'bu
安科生物 an'ke'sheng'wu
安莉芳 an'li'fang
按年下跌 an'nian'xia'die
安全风险 an'quan'feng'xian
安全区 an'quan'qu
安全生产月 an'quan'sheng'chan'yue
安全问题 an'quan'wen'ti
安全隐患 an'quan'yin'huan
安泰人寿 an'tai'ren'shou
按套内面积计价 an'tao'nei'mian'ji'ji'jia
安信证券 an'xin'zheng'quan
奥巴马 ao'ba'ma
澳大利亚必和必拓 ao'da'li'ya'bi'he'bi'tuo
澳大利亚财长 ao'da'li'ya'cai'zhang
澳大利亚股市 ao'da'li'ya'gu'shi
澳大利亚央行 ao'da'li'ya'yang'hang
奥地利财长 ao'di'li'cai'zhang
澳方 ao'fang
澳股 ao'gu
澳股指标 ao'gu'zhi'biao
奥航 ao'hang
奥凯航空 ao'kai'hang'kong
澳矿 ao'kuang
澳门商品 ao'men'shang'pin
澳门特区 ao'men'te'qu
